"key","AIContextualSummary","AffiliateLink","AnnualFee","CardTier","FullName","Issuer","Perks","RewardsRate","SpecialOffers","UpdatedAt"
"","カード名: J-WESTゴールドカード「エクスプレス」JCB
                    年会費: 12,100円
                    ポイント還元率: 1.0%～3.0%
                    特徴: 最高1億円補償の海外旅行傷害保険が付帯、WESTERポイントが2倍貯まる、予約サービス「EX予約」と「e5489」を利用可能","","12,100円","Gold","J-WESTゴールドカード「エクスプレス」JCB","","EX予約ができ最高1億円補償の海外旅行傷害保険が付帯したゴールドカードです。","1.0%～3.0%","","2025-05-02T08:01:03.655474"
"","カード名: セブンカード・プラス（ゴールド）
                    年会費: 無料
                    ポイント還元率: 0.5%～9.5%
                    特徴: セブン＆アイグループ対象店舗でnanacoポイントが2倍貯まる、イトーヨーカドーのハッピーデーは5%引き、国内外で利用できるショッピングガードが付帯","","無料","Gold","セブンカード・プラス（ゴールド）","","電子マネーnanaco搭載でnanacoポイントが貯まる年会費無料のゴールドカードです。","0.5%～9.5%","","2025-05-02T08:01:03.655991"
"","カード名: リゾートトラストカード
                    年会費: 無料
                    ポイント還元率: 0.5%～1.5%
                    特徴: ゴールドカードでも年会費が永年無料、ゴールドカードの特典が充実、24時間・年中無休で車のトラブルに対応","","無料","Gold","リゾートトラストカード","","会員制リゾートホテル「エクシブ」の会員限定のゴールドカードです。","0.5%～1.5%","","2025-05-02T08:01:03.656500"
"","カード名: 三井住友カード ゴールド
                    年会費: 11,000円
                    ポイント還元率: 0.5%～7.0%
                    特徴: スマホのタッチ決済を利用すると、対象のコンビニ・飲食店で最大7%還元、さらに家族の登録で+最大5%還元、選べる無料保険が切り替え可能、海外・国内旅行傷害保険は最高5,000万円補償。家族も最高1,000万円まで補償","","11,000円","Gold","三井住友カード ゴールド","","空港ラウンジが無料で利用できる三井住友カードのゴールドカードです。","0.5%～7.0%","","2025-05-02T08:01:03.657015"
"","カード名: ヒルトン・オナーズ・アメリカン・エキスプレス(R)・プレミアム・カード
                    年会費: 66,000円
                    ポイント還元率: 0.75%～1.75%
                    特徴: カード利用と継続で最大2泊の無料宿泊特典、ヒルトン・オナーズ・ゴールドステータスを無料で獲得、年間200万以上利用で、ダイヤモンドステータス獲得、家族カードは3枚目まで無料、通常100円につき3ヒルトン・オナーズ・ボーナスポイント","","66,000円","Gold","ヒルトン・オナーズ・アメリカン・エキスプレス(R)・プレミアム・カード","","カードの利用と継続で無料宿泊が最大2泊分貰えるヒルトンアメックスカードです。","0.75%～1.75%","","2025-05-02T08:01:03.657515"
"","カード名: セゾンローズゴールド・アメリカン・エキスプレス(R)・カード
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.75%～1.0%
                    特徴: 有効期限のない永久不滅ポイント、会員限定の様々な優待サービス、最高5,000万円補償の旅行傷害保険が付帯","","11,000円（初年度無料）","Gold","セゾンローズゴールド・アメリカン・エキスプレス(R)・カード","","初年度年会費無料、会員限定の優待特典が利用できるセゾンカードです。","0.75%～1.0%","","2025-05-02T08:01:03.658068"
"","カード名: JQ CARD セゾン GOLD
                    年会費: 11,000円
                    ポイント還元率: 0.5%～2.0%
                    特徴: SUGOCAオートチャージに対応、旅費などの支払いがあれば旅行傷害保険が付帯、対象加盟店で最大5倍のJQキューポが貯まる","","11,000円","Gold","JQ CARD セゾン GOLD","","対象加盟店でポイント最大5倍、SUGOCAオートチャージ対応のゴールドカードです。","0.5%～2.0%","","2025-05-02T08:01:03.658594"
"","カード名: MICARD+ GOLD（エムアイカード プラス ゴールド）
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 1.0%～8.0%
                    特徴: 利用額に応じて三越伊勢丹で最大10%のポイントが貯まる、毎年4,200円相当のクーポン券がもらえる、ビックカメラ・ソフマップでの買い物でも200円につき3ポイント（1.5%還元）","","11,000円（初年度無料）","Gold","MICARD+ GOLD（エムアイカード プラス ゴールド）","","三越伊勢丹グループ百貨店で使える会員専用クーポンが付与されるカードです。","1.0%～8.0%","","2025-05-02T08:01:07.994554"
"","カード名: PRESTIA Visa GOLD CARD
                    年会費: 11,000円（初年度無料）
                    ポイント還元率: 0.5%～1.0%
                    特徴: 月間取引額に応じたVポイントがもらえる、SMBC信託銀行プレスティアの口座維持手数料が無料、最高5,000万円の海外・国内旅行傷害保険","","11,000円（初年度無料）","Gold","PRESTIA Visa GOLD CARD","","SMBC信託銀行プレスティアの口座保有者限定のゴールドカードです。","0.5%～1.0%","","2025-05-02T08:01:07.995896"
"","カード名: MileagePlusセゾンゴールドカード
                    年会費: 33,000円
                    ポイント還元率: 1.5%
                    特徴: 還元率1.5%、日々の買い物でもマイルが貯まる、スターアライアンス各社の利用でフライトマイルが貯まる、旅行付帯保険が付帯、空港ラウンジも利用可能","","33,000円","Gold","MileagePlusセゾンゴールドカード","","還元率1.5%で年間上限75,000マイルまで貯められるセゾンゴールドカードです。","1.5%","","2025-05-02T08:01:07.996826"
"","カード名: P-one カード＜G＞
                    年会費: 3,300円
                    ポイント還元率: 1.0%
                    特徴: 最高2,000万円の海外旅行傷害保険＆年間50万円までの購入商品安心保険が自動付帯、カード利用で自動1％オフ、旅行先のホテル予約や旅行に関わる相談ができる「ポケットワールドデスク」","","3,300円","Gold","P-one カード＜G＞","","カード利用で自動的に1％オフ、海外・国内旅行傷害保険付きのカードです。","1.0%","","2025-05-02T08:01:07.997680"
"","カード名: セディナゴールドカード
                    年会費: 6,600円
                    ポイント還元率: 0.5%～1.5%
                    特徴:","","6,600円","Gold","セディナゴールドカード","","2024年1月25日に新規のお申し込み受付を終了したカードです。","0.5%～1.5%","","2025-05-02T08:01:07.998418"
